year,metric,language,percent,sample_size,population,source_url,published_at
2020,jetbrains-planned-adoption,Rust,8,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,TypeScript,8,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Swift,6,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Dart,5,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,C#,4,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,C++,4,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Java,4,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,JavaScript,4,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Other,3,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,R,3,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Ruby,3,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,SQL,3,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Scala,3,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,C,2,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Haskell,2,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,PHP,2,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Shell scripting languages,2,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Assembly,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Clojure / ClojureScript,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Elixir,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,F#,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Groovy,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,HTML / CSS,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Julia,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Lua,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Matlab,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Objective-C,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Perl,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Visual Basic,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,CoffeeScript,0,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-planned-adoption,Delphi,0,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,JavaScript,39,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Java,37,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Python,31,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,HTML / CSS,22,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,SQL,17,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,PHP,15,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,C#,13,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,C++,13,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,TypeScript,12,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,C,7,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Go,7,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Kotlin,7,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Shell scripting languages,7,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Other,5,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Ruby,3,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Swift,3,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Dart,2,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Rust,2,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Scala,2,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,Objective-C,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-primary-language,R,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,JavaScript,70,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,HTML / CSS,61,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,SQL,56,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Python,55,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Java,54,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Shell scripting languages,39,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,TypeScript,28,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,C++,27,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,PHP,27,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,C,23,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,C#,22,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Go,19,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Kotlin,17,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Dart,9,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Swift,9,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Ruby,8,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Rust,7,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Matlab,5,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,R,5,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Scala,5,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Visual Basic,5,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Assembly,4,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Groovy,4,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Objective-C,4,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Lua,3,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Haskell,2,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Perl,2,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Clojure / ClojureScript,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,CoffeeScript,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Delphi,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Elixir,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,F#,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Julia,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2020,jetbrains-used-last-12-months,Other,1,19696,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2020/,
2021,jetbrains-planned-adoption,Go,11,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Kotlin,9,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,TypeScript,9,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Python,8,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Rust,7,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Swift,5,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,C#,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,C++,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Dart,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,GraphQL,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Java,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,JavaScript,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Other,3,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Ruby,3,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,SQL,3,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,HTML / CSS,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,PHP,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,R,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Scala,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Shell scripting languages,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Assembly,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,C,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,F#,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Haskell,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Julia,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,MATLAB,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Objective-C,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Clojure / ClojureScript,0,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Delphi,0,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Groovy,0,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Lua,0,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Perl,0,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-planned-adoption,Visual Basic,0,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,JavaScript,39,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Java,32,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Python,29,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,HTML / CSS,24,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,PHP,22,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,SQL,18,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,TypeScript,13,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,C#,12,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,C++,11,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Go,8,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Kotlin,7,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Shell scripting languages,6,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,C,5,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Other,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Dart,3,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Ruby,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Rust,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Swift,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,I don't use programming languages,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Objective-C,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,R,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Scala,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,Visual Basic,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-primary-language,GraphQL,0,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,JavaScript,69,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,HTML / CSS,60,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,SQL,54,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Python,52,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Java,49,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Shell scripting languages,37,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,PHP,32,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,TypeScript,29,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,C++,23,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,C#,21,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,C,19,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Go,17,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Kotlin,14,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Dart,8,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,GraphQL,8,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Swift,7,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Ruby,6,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Rust,6,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Groovy,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,MATLAB,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Other,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,R,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Visual Basic,4,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Assembly,3,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Lua,3,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Objective-C,3,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Scala,3,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Haskell,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Perl,2,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Clojure / ClojureScript,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Delphi,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,F#,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2021,jetbrains-used-last-12-months,Julia,1,31743,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2021/,
2022,jetbrains-planned-adoption,Go,12,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Rust,11,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Kotlin,8,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Python,7,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,TypeScript,7,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Swift,5,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,C#,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,C++,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Dart,4,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,GraphQL,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Java,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,JavaScript,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Other,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,SQL,3,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,C,2,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,PHP,2,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,R,2,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Ruby,2,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Shell scripting languages,2,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Assembly,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Elixir,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,F#,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,HTML / CSS,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Haskell,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Julia,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Lua,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,MATLAB,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Objective-C,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Scala,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Visual Basic,1,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,COBOL,0,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Clojure / ClojureScript,0,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Delphi,0,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Groovy,0,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-planned-adoption,Perl,0,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,JavaScript,33,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Python,32,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Java,31,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,HTML / CSS,20,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,TypeScript,18,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,SQL,17,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,C#,14,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,C++,12,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,PHP,11,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Go,9,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Kotlin,8,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
2022,jetbrains-primary-language,Shell scripting languages,7,29269,developers worldwide (weighted),https://www.jetbrains.com/lp/devecosystem-2022/,
